10075,RIO DE JANEIRO,OK
10131,RIO DE JANEIRO,REJECTED - SIGNATURES MISSING
10285,SALVADOR,OK
10404,SALVADOR,OK
10574,RIO DE JANEIRO,REJECTED - PAGES MISSING
10693,SALVADOR,OK
11250,RIO DE JANEIRO,REJECTED - PAGES MISSING
11367,SALVADOR,OK
18887,RIO DE JANEIRO,REJECTED - PAGES MISSING
67773,SÃO PAULO,REJECTED - PAGES MISSING
72014,SÃO PAULO,REJECTED - SIGNATURES MISSING
84784,RIO DE JANEIRO,REJECTED - PAGES MISSING
88946,RIO DE JANEIRO,REJECTED - SIGNATURES MISSING
110757,RIO DE JANEIRO,REJECTED - SIGNATURES MISSING
113276,SÃO PAULO,REJECTED - SIGNATURES MISSING
113612,SALVADOR,REJECTED - SIGNATURES MISSING
113719,SÃO PAULO,REJECTED - SIGNATURES MISSING
188934,SÃO PAULO,OK
192418,SÃO PAULO,OK
409942,RIO DE JANEIRO,OK
410791,RIO DE JANEIRO,OK
488738,RIO DE JANEIRO,OK
524550,SÃO PAULO,OK
570238,RIO DE JANEIRO,OK
600216,RIO DE JANEIRO,OK
601854,RIO DE JANEIRO,OK
605519,SÃO PAULO,OK
609289,SALVADOR,OK
613432,SALVADOR,OK
614493,SALVADOR,OK
616484,SALVADOR,OK
619071,SÃO PAULO,OK
619765,RIO DE JANEIRO,OK
621613,SALVADOR,OK
621613,SALVADOR,OK
621702,SÃO PAULO,OK
622308,RIO DE JANEIRO,OK
624901,SALVADOR,OK
624901,SALVADOR,OK
628847,RIO DE JANEIRO,OK
629775,RIO DE JANEIRO,OK
631063,RIO DE JANEIRO,OK
631821,RIO DE JANEIRO,REJECTED - PAGES MISSING
632028,SALVADOR,OK
633465,SÃO PAULO,OK
634357,RIO DE JANEIRO,OK
634435,RIO DE JANEIRO,OK
634756,RIO DE JANEIRO,OK
635278,SALVADOR,OK
635326,SÃO PAULO,OK
635579,SALVADOR,REJECTED - PAGES MISSING
637803,SALVADOR,OK
638454,SALVADOR,OK
638630,RIO DE JANEIRO,OK
639687,SÃO PAULO,OK
640622,SÃO PAULO,OK
640734,SALVADOR,OK
642323,SÃO PAULO,OK
642729,RIO DE JANEIRO,OK
643564,RIO DE JANEIRO,OK
644225,SÃO PAULO,OK
645351,SALVADOR,OK
646332,RIO DE JANEIRO,OK
646493,RIO DE JANEIRO,OK
646521,SALVADOR,OK
647462,SÃO PAULO,OK
647571,SÃO PAULO,OK
648617,RIO DE JANEIRO,OK
649244,RIO DE JANEIRO,OK
650079,SALVADOR,OK
650079,SALVADOR,OK
651891,SALVADOR,OK
651891,SALVADOR,OK
652728,SALVADOR,OK
652800,SÃO PAULO,OK
652921,SALVADOR,OK
653722,SALVADOR,OK
653722,SALVADOR,OK
653810,SALVADOR,OK
654236,RIO DE JANEIRO,OK
655154,RIO DE JANEIRO,OK
656014,SALVADOR,OK
657144,SÃO PAULO,OK
659173,RIO DE JANEIRO,OK
659323,SALVADOR,OK
660702,SALVADOR,OK
660702,SALVADOR,OK
660942,SALVADOR,OK
662148,RIO DE JANEIRO,OK
662322,SALVADOR,OK
662322,SALVADOR,OK
662628,RIO DE JANEIRO,OK
663595,SÃO PAULO,OK
664145,SÃO PAULO,OK
664612,SÃO PAULO,OK
665292,SALVADOR,OK
666526,RIO DE JANEIRO,OK
666889,RIO DE JANEIRO,OK
667183,SALVADOR,OK
667432,SÃO PAULO,OK
669326,RIO DE JANEIRO,OK
669728,RIO DE JANEIRO,OK
669875,SALVADOR,OK
669981,SALVADOR,OK
669981,SALVADOR,OK
670082,SALVADOR,OK
670082,SALVADOR,OK
670159,SALVADOR,OK
670381,SALVADOR,OK
670381,SALVADOR,OK
670629,SÃO PAULO,OK
672206,SÃO PAULO,OK
672445,RIO DE JANEIRO,OK
672911,SALVADOR,OK
673013,RIO DE JANEIRO,REJECTED - PAGES MISSING
673091,RIO DE JANEIRO,OK
673350,SALVADOR,OK
673376,SÃO PAULO,OK
673474,RIO DE JANEIRO,OK
673728,SALVADOR,OK
674334,SALVADOR,OK
675516,SALVADOR,OK
675754,SÃO PAULO,OK
675868,RIO DE JANEIRO,OK
676769,RIO DE JANEIRO,OK
677184,SALVADOR,OK
677184,SALVADOR,OK
677741,RIO DE JANEIRO,OK
677745,RIO DE JANEIRO,OK
677981,SALVADOR,OK
678203,SÃO PAULO,OK
678516,SÃO PAULO,OK
679003,RIO DE JANEIRO,OK
679106,SÃO PAULO,OK
679121,SALVADOR,OK
679121,SALVADOR,OK
679438,RIO DE JANEIRO,OK
679741,SALVADOR,OK
680309,SALVADOR,OK
680664,SALVADOR,OK
681333,SALVADOR,OK
681937,RIO DE JANEIRO,OK
682196,SÃO PAULO,OK
682648,SALVADOR,OK
682686,RIO DE JANEIRO,OK
682710,SALVADOR,OK
682753,SALVADOR,OK
682968,RIO DE JANEIRO,OK
683246,RIO DE JANEIRO,OK
683586,RIO DE JANEIRO,OK
683846,RIO DE JANEIRO,OK
683934,RIO DE JANEIRO,OK
684634,SALVADOR,OK
684842,SALVADOR,OK
685137,RIO DE JANEIRO,OK
685197,SALVADOR,OK
685751,RIO DE JANEIRO,REJECTED - PAGES MISSING
685959,RIO DE JANEIRO,OK
686185,SÃO PAULO,REJECTED - PAGES MISSING
687317,SALVADOR,OK
687357,SÃO PAULO,OK
687588,RIO DE JANEIRO,OK
687866,SÃO PAULO,OK
688364,RIO DE JANEIRO,OK
688369,RIO DE JANEIRO,REJECTED - PAGES MISSING
688594,SÃO PAULO,OK
688686,SALVADOR,OK
688686,SALVADOR,OK
688906,RIO DE JANEIRO,OK
688993,SALVADOR,OK
689368,RIO DE JANEIRO,OK
689641,SALVADOR,OK
689852,RIO DE JANEIRO,OK
690135,SALVADOR,OK
690273,SALVADOR,OK
690703,SÃO PAULO,REJECTED - PAGES MISSING
690754,SALVADOR,OK
690962,SÃO PAULO,OK
691191,SALVADOR,OK
691251,RIO DE JANEIRO,OK
691770,RIO DE JANEIRO,OK
691845,RIO DE JANEIRO,OK
692323,SÃO PAULO,OK
692478,RIO DE JANEIRO,OK
693166,SALVADOR,OK
693195,SALVADOR,OK
693503,SALVADOR,OK
694327,SALVADOR,REJECTED - PAGES MISSING
694587,RIO DE JANEIRO,OK
694705,SÃO PAULO,OK
694844,SALVADOR,OK
694935,SALVADOR,OK
695095,SÃO PAULO,REJECTED - PAGES MISSING
695164,SALVADOR,OK
695623,SALVADOR,OK
695623,SALVADOR,OK
696115,RIO DE JANEIRO,OK
697229,SALVADOR,OK
697229,SALVADOR,OK
697525,SÃO PAULO,OK
697638,SÃO PAULO,OK
697701,SÃO PAULO,OK
697817,SÃO PAULO,OK
697957,RIO DE JANEIRO,OK
698177,SALVADOR,REJECTED - PAGES MISSING
699063,RIO DE JANEIRO,OK
699308,SALVADOR,OK
699384,RIO DE JANEIRO,OK
699562,RIO DE JANEIRO,OK
699582,RIO DE JANEIRO,OK
700021,SALVADOR,OK
700119,SALVADOR,OK
700148,SALVADOR,OK
700261,RIO DE JANEIRO,OK
700463,SÃO PAULO,OK
701492,SÃO PAULO,OK
701648,SALVADOR,OK
701648,SALVADOR,OK
701824,SÃO PAULO,OK
701916,SALVADOR,OK
702734,SALVADOR,OK
702888,RIO DE JANEIRO,OK
703056,SALVADOR,OK
703056,SALVADOR,OK
703238,SALVADOR,OK
703389,RIO DE JANEIRO,OK
703402,SÃO PAULO,OK
703657,RIO DE JANEIRO,OK
703894,SALVADOR,OK
703895,SÃO PAULO,OK
703972,SÃO PAULO,OK
704117,SÃO PAULO,OK
704246,SÃO PAULO,OK
704570,RIO DE JANEIRO,OK
704634,RIO DE JANEIRO,OK
704953,RIO DE JANEIRO,OK
705041,RIO DE JANEIRO,OK
705512,SALVADOR,OK
706198,SALVADOR,OK
706254,SALVADOR,OK
